freq,Vout,deg
4.70E+08,-8.18E+00,-6.70E+01
4.76E+08,-8.28E+00,-6.73E+01
4.83E+08,-8.39E+00,-6.76E+01
4.90E+08,-8.49E+00,-6.79E+01
4.97E+08,-8.59E+00,-6.82E+01
5.04E+08,-8.70E+00,-6.84E+01
5.11E+08,-8.80E+00,-6.87E+01
5.18E+08,-8.91E+00,-6.90E+01
5.25E+08,-9.01E+00,-6.92E+01
5.32E+08,-9.12E+00,-6.95E+01
5.40E+08,-9.22E+00,-6.97E+01
5.47E+08,-9.33E+00,-7.00E+01
5.55E+08,-9.44E+00,-7.03E+01
5.63E+08,-9.54E+00,-7.05E+01
5.71E+08,-9.65E+00,-7.08E+01
5.78E+08,-9.76E+00,-7.10E+01
5.87E+08,-9.87E+00,-7.12E+01
5.95E+08,-9.97E+00,-7.15E+01
6.03E+08,-1.01E+01,-7.17E+01
6.11E+08,-1.02E+01,-7.20E+01
6.20E+08,-1.03E+01,-7.22E+01
6.29E+08,-1.04E+01,-7.24E+01
6.37E+08,-1.05E+01,-7.27E+01
6.46E+08,-1.06E+01,-7.29E+01
6.55E+08,-1.07E+01,-7.31E+01
6.65E+08,-1.08E+01,-7.33E+01
6.74E+08,-1.10E+01,-7.35E+01
6.83E+08,-1.11E+01,-7.37E+01
6.93E+08,-1.12E+01,-7.40E+01
7.02E+08,-1.13E+01,-7.42E+01
7.12E+08,-1.14E+01,-7.44E+01
7.22E+08,-1.15E+01,-7.46E+01
7.32E+08,-1.16E+01,-7.48E+01
7.42E+08,-1.17E+01,-7.50E+01
7.53E+08,-1.19E+01,-7.52E+01
7.63E+08,-1.20E+01,-7.54E+01
7.74E+08,-1.21E+01,-7.56E+01
7.85E+08,-1.22E+01,-7.58E+01
7.96E+08,-1.23E+01,-7.59E+01
8.07E+08,-1.24E+01,-7.61E+01
8.18E+08,-1.25E+01,-7.63E+01
8.30E+08,-1.26E+01,-7.65E+01
8.41E+08,-1.28E+01,-7.67E+01
8.53E+08,-1.29E+01,-7.69E+01
8.65E+08,-1.30E+01,-7.70E+01
8.77E+08,-1.31E+01,-7.72E+01
8.89E+08,-1.32E+01,-7.74E+01
9.01E+08,-1.33E+01,-7.75E+01
9.14E+08,-1.34E+01,-7.77E+01
9.27E+08,-1.36E+01,-7.79E+01
9.40E+08,-1.37E+01,-7.80E+01
9.53E+08,-1.38E+01,-7.82E+01
9.66E+08,-1.39E+01,-7.84E+01
9.80E+08,-1.40E+01,-7.85E+01
9.93E+08,-1.41E+01,-7.87E+01
1.01E+09,-1.43E+01,-7.88E+01
1.02E+09,-1.44E+01,-7.90E+01
1.04E+09,-1.45E+01,-7.91E+01
1.05E+09,-1.46E+01,-7.93E+01
1.06E+09,-1.47E+01,-7.94E+01
1.08E+09,-1.48E+01,-7.95E+01
1.09E+09,-1.50E+01,-7.97E+01
1.11E+09,-1.51E+01,-7.98E+01
1.13E+09,-1.52E+01,-8.00E+01
1.14E+09,-1.53E+01,-8.01E+01
1.16E+09,-1.54E+01,-8.02E+01
1.17E+09,-1.55E+01,-8.04E+01
1.19E+09,-1.57E+01,-8.05E+01
1.21E+09,-1.58E+01,-8.06E+01
1.22E+09,-1.59E+01,-8.08E+01
1.24E+09,-1.60E+01,-8.09E+01
1.26E+09,-1.61E+01,-8.10E+01
1.27E+09,-1.62E+01,-8.11E+01
1.29E+09,-1.64E+01,-8.12E+01
1.31E+09,-1.65E+01,-8.14E+01
1.33E+09,-1.66E+01,-8.15E+01
1.35E+09,-1.67E+01,-8.16E+01
1.37E+09,-1.68E+01,-8.17E+01
1.39E+09,-1.69E+01,-8.18E+01
1.40E+09,-1.71E+01,-8.19E+01
1.42E+09,-1.72E+01,-8.20E+01
1.44E+09,-1.73E+01,-8.21E+01
1.46E+09,-1.74E+01,-8.23E+01
1.48E+09,-1.75E+01,-8.24E+01
1.51E+09,-1.77E+01,-8.25E+01
1.53E+09,-1.78E+01,-8.26E+01
1.55E+09,-1.79E+01,-8.27E+01
1.57E+09,-1.80E+01,-8.28E+01
1.59E+09,-1.81E+01,-8.29E+01
1.61E+09,-1.82E+01,-8.30E+01
1.64E+09,-1.84E+01,-8.31E+01
1.66E+09,-1.85E+01,-8.32E+01
1.68E+09,-1.86E+01,-8.32E+01
1.71E+09,-1.87E+01,-8.33E+01
1.73E+09,-1.88E+01,-8.34E+01
1.75E+09,-1.90E+01,-8.35E+01
1.78E+09,-1.91E+01,-8.36E+01
1.80E+09,-1.92E+01,-8.37E+01
1.83E+09,-1.93E+01,-8.38E+01
1.85E+09,-1.94E+01,-8.39E+01
1.88E+09,-1.96E+01,-8.40E+01
1.91E+09,-1.97E+01,-8.40E+01
1.93E+09,-1.98E+01,-8.41E+01
1.96E+09,-1.99E+01,-8.42E+01
1.99E+09,-2.00E+01,-8.43E+01
2.01E+09,-2.02E+01,-8.44E+01
2.04E+09,-2.03E+01,-8.44E+01
2.07E+09,-2.04E+01,-8.45E+01
2.10E+09,-2.05E+01,-8.46E+01
2.13E+09,-2.06E+01,-8.47E+01
2.16E+09,-2.07E+01,-8.47E+01
2.19E+09,-2.09E+01,-8.48E+01
2.22E+09,-2.10E+01,-8.49E+01
2.25E+09,-2.11E+01,-8.49E+01
2.28E+09,-2.12E+01,-8.50E+01
2.31E+09,-2.13E+01,-8.51E+01
2.35E+09,-2.15E+01,-8.51E+01
2.38E+09,-2.16E+01,-8.52E+01
2.41E+09,-2.17E+01,-8.53E+01
2.45E+09,-2.18E+01,-8.53E+01
2.48E+09,-2.19E+01,-8.54E+01
2.51E+09,-2.21E+01,-8.55E+01
2.55E+09,-2.22E+01,-8.55E+01
2.59E+09,-2.23E+01,-8.56E+01
2.62E+09,-2.24E+01,-8.57E+01
2.66E+09,-2.25E+01,-8.57E+01
2.70E+09,-2.27E+01,-8.58E+01
2.73E+09,-2.28E+01,-8.58E+01
2.77E+09,-2.29E+01,-8.59E+01
2.81E+09,-2.30E+01,-8.59E+01
2.85E+09,-2.31E+01,-8.60E+01
2.89E+09,-2.33E+01,-8.61E+01
2.93E+09,-2.34E+01,-8.61E+01
2.97E+09,-2.35E+01,-8.62E+01
3.01E+09,-2.36E+01,-8.62E+01
3.05E+09,-2.37E+01,-8.63E+01
3.10E+09,-2.39E+01,-8.63E+01
3.14E+09,-2.40E+01,-8.64E+01
3.18E+09,-2.41E+01,-8.64E+01
3.23E+09,-2.42E+01,-8.65E+01
3.27E+09,-2.43E+01,-8.65E+01
3.32E+09,-2.45E+01,-8.66E+01
3.36E+09,-2.46E+01,-8.66E+01
3.41E+09,-2.47E+01,-8.67E+01
3.46E+09,-2.48E+01,-8.67E+01
3.51E+09,-2.49E+01,-8.68E+01
3.56E+09,-2.51E+01,-8.68E+01
3.61E+09,-2.52E+01,-8.68E+01
3.66E+09,-2.53E+01,-8.69E+01
3.71E+09,-2.54E+01,-8.69E+01
3.76E+09,-2.55E+01,-8.70E+01
3.81E+09,-2.57E+01,-8.70E+01
3.86E+09,-2.58E+01,-8.71E+01
3.92E+09,-2.59E+01,-8.71E+01
3.97E+09,-2.60E+01,-8.71E+01
4.03E+09,-2.61E+01,-8.72E+01
4.09E+09,-2.63E+01,-8.72E+01
4.14E+09,-2.64E+01,-8.72E+01
4.20E+09,-2.65E+01,-8.73E+01
4.26E+09,-2.66E+01,-8.73E+01
4.32E+09,-2.67E+01,-8.74E+01
4.38E+09,-2.69E+01,-8.74E+01
4.44E+09,-2.70E+01,-8.74E+01
4.50E+09,-2.71E+01,-8.75E+01
4.56E+09,-2.72E+01,-8.75E+01
4.63E+09,-2.73E+01,-8.75E+01
4.69E+09,-2.75E+01,-8.76E+01
4.76E+09,-2.76E+01,-8.76E+01
4.82E+09,-2.77E+01,-8.76E+01
4.89E+09,-2.78E+01,-8.77E+01
4.96E+09,-2.79E+01,-8.77E+01
5.03E+09,-2.81E+01,-8.77E+01
5.10E+09,-2.82E+01,-8.78E+01
5.17E+09,-2.83E+01,-8.78E+01
5.24E+09,-2.84E+01,-8.78E+01
5.32E+09,-2.85E+01,-8.79E+01
5.39E+09,-2.87E+01,-8.79E+01
5.47E+09,-2.88E+01,-8.79E+01
5.54E+09,-2.89E+01,-8.79E+01
5.62E+09,-2.90E+01,-8.80E+01
5.70E+09,-2.91E+01,-8.80E+01
5.78E+09,-2.93E+01,-8.80E+01
5.86E+09,-2.94E+01,-8.81E+01
5.94E+09,-2.95E+01,-8.81E+01
6.02E+09,-2.96E+01,-8.81E+01
6.11E+09,-2.97E+01,-8.81E+01
6.19E+09,-2.99E+01,-8.82E+01
6.28E+09,-3.00E+01,-8.82E+01
6.37E+09,-3.01E+01,-8.82E+01
6.45E+09,-3.02E+01,-8.82E+01
6.54E+09,-3.03E+01,-8.83E+01
6.64E+09,-3.05E+01,-8.83E+01
6.73E+09,-3.06E+01,-8.83E+01
6.82E+09,-3.07E+01,-8.83E+01
6.92E+09,-3.08E+01,-8.84E+01
7.01E+09,-3.09E+01,-8.84E+01
7.11E+09,-3.11E+01,-8.84E+01
7.21E+09,-3.12E+01,-8.84E+01
7.31E+09,-3.13E+01,-8.84E+01
7.41E+09,-3.14E+01,-8.85E+01
7.52E+09,-3.16E+01,-8.85E+01
7.62E+09,-3.17E+01,-8.85E+01
7.73E+09,-3.18E+01,-8.85E+01
7.84E+09,-3.19E+01,-8.85E+01
7.95E+09,-3.20E+01,-8.86E+01
8.06E+09,-3.22E+01,-8.86E+01
8.17E+09,-3.23E+01,-8.86E+01
8.28E+09,-3.24E+01,-8.86E+01
8.40E+09,-3.25E+01,-8.86E+01
8.52E+09,-3.26E+01,-8.87E+01
8.64E+09,-3.28E+01,-8.87E+01
8.76E+09,-3.29E+01,-8.87E+01
8.88E+09,-3.30E+01,-8.87E+01
9.00E+09,-3.31E+01,-8.87E+01
9.13E+09,-3.32E+01,-8.88E+01
9.26E+09,-3.34E+01,-8.88E+01
9.39E+09,-3.35E+01,-8.88E+01
9.52E+09,-3.36E+01,-8.88E+01
9.65E+09,-3.37E+01,-8.88E+01
9.78E+09,-3.38E+01,-8.88E+01
9.92E+09,-3.40E+01,-8.88E+01
1.01E+10,-3.41E+01,-8.89E+01
1.02E+10,-3.42E+01,-8.89E+01
1.03E+10,-3.43E+01,-8.89E+01
1.05E+10,-3.44E+01,-8.89E+01
1.06E+10,-3.46E+01,-8.89E+01
1.08E+10,-3.47E+01,-8.89E+01
1.09E+10,-3.48E+01,-8.90E+01
1.11E+10,-3.49E+01,-8.90E+01
1.12E+10,-3.50E+01,-8.90E+01
1.14E+10,-3.52E+01,-8.90E+01
1.16E+10,-3.53E+01,-8.90E+01
1.17E+10,-3.54E+01,-8.90E+01
1.19E+10,-3.55E+01,-8.90E+01
1.20E+10,-3.56E+01,-8.91E+01
1.22E+10,-3.58E+01,-8.91E+01
1.24E+10,-3.59E+01,-8.91E+01
1.26E+10,-3.60E+01,-8.91E+01
1.27E+10,-3.61E+01,-8.91E+01
1.29E+10,-3.62E+01,-8.91E+01
1.31E+10,-3.64E+01,-8.91E+01
1.33E+10,-3.65E+01,-8.91E+01
1.35E+10,-3.66E+01,-8.92E+01
1.36E+10,-3.67E+01,-8.92E+01
1.38E+10,-3.68E+01,-8.92E+01
1.40E+10,-3.70E+01,-8.92E+01
1.42E+10,-3.71E+01,-8.92E+01
1.44E+10,-3.72E+01,-8.92E+01
1.46E+10,-3.73E+01,-8.92E+01
1.48E+10,-3.74E+01,-8.92E+01
1.50E+10,-3.76E+01,-8.92E+01
1.52E+10,-3.77E+01,-8.93E+01
1.55E+10,-3.78E+01,-8.93E+01
1.57E+10,-3.79E+01,-8.93E+01
1.59E+10,-3.81E+01,-8.93E+01
1.61E+10,-3.82E+01,-8.93E+01
1.63E+10,-3.83E+01,-8.93E+01
1.66E+10,-3.84E+01,-8.93E+01
1.68E+10,-3.85E+01,-8.93E+01
1.70E+10,-3.87E+01,-8.93E+01
1.73E+10,-3.88E+01,-8.93E+01
1.75E+10,-3.89E+01,-8.93E+01
1.78E+10,-3.90E+01,-8.94E+01
1.80E+10,-3.91E+01,-8.94E+01
1.83E+10,-3.93E+01,-8.94E+01
1.85E+10,-3.94E+01,-8.94E+01
1.88E+10,-3.95E+01,-8.94E+01
1.90E+10,-3.96E+01,-8.94E+01
1.93E+10,-3.97E+01,-8.94E+01
1.96E+10,-3.99E+01,-8.94E+01
1.98E+10,-4.00E+01,-8.94E+01
2.01E+10,-4.01E+01,-8.94E+01
2.04E+10,-4.02E+01,-8.94E+01
2.07E+10,-4.03E+01,-8.94E+01
2.10E+10,-4.05E+01,-8.95E+01
2.13E+10,-4.06E+01,-8.95E+01
2.16E+10,-4.07E+01,-8.95E+01
2.19E+10,-4.08E+01,-8.95E+01
2.22E+10,-4.09E+01,-8.95E+01
2.25E+10,-4.11E+01,-8.95E+01
2.28E+10,-4.12E+01,-8.95E+01
2.31E+10,-4.13E+01,-8.95E+01
2.34E+10,-4.14E+01,-8.95E+01
2.38E+10,-4.15E+01,-8.95E+01
2.41E+10,-4.17E+01,-8.95E+01
2.44E+10,-4.18E+01,-8.95E+01
2.48E+10,-4.19E+01,-8.95E+01
2.51E+10,-4.20E+01,-8.95E+01
2.55E+10,-4.21E+01,-8.96E+01
2.58E+10,-4.23E+01,-8.96E+01
2.62E+10,-4.24E+01,-8.96E+01
2.65E+10,-4.25E+01,-8.96E+01
2.69E+10,-4.26E+01,-8.96E+01
2.73E+10,-4.27E+01,-8.96E+01
2.77E+10,-4.29E+01,-8.96E+01
2.81E+10,-4.30E+01,-8.96E+01
2.85E+10,-4.31E+01,-8.96E+01
2.88E+10,-4.32E+01,-8.96E+01
2.92E+10,-4.33E+01,-8.96E+01
2.97E+10,-4.35E+01,-8.96E+01
3.01E+10,-4.36E+01,-8.96E+01
3.05E+10,-4.37E+01,-8.96E+01
3.09E+10,-4.38E+01,-8.96E+01
3.13E+10,-4.40E+01,-8.96E+01
3.18E+10,-4.41E+01,-8.96E+01
3.22E+10,-4.42E+01,-8.96E+01
3.27E+10,-4.43E+01,-8.97E+01
3.31E+10,-4.44E+01,-8.97E+01
3.36E+10,-4.46E+01,-8.97E+01
3.41E+10,-4.47E+01,-8.97E+01
3.45E+10,-4.48E+01,-8.97E+01
3.50E+10,-4.49E+01,-8.97E+01
3.55E+10,-4.50E+01,-8.97E+01
3.60E+10,-4.52E+01,-8.97E+01
3.65E+10,-4.53E+01,-8.97E+01
3.70E+10,-4.54E+01,-8.97E+01
3.75E+10,-4.55E+01,-8.97E+01
3.81E+10,-4.56E+01,-8.97E+01
3.86E+10,-4.58E+01,-8.97E+01
3.91E+10,-4.59E+01,-8.97E+01
3.97E+10,-4.60E+01,-8.97E+01
4.02E+10,-4.61E+01,-8.97E+01
4.08E+10,-4.62E+01,-8.97E+01
4.14E+10,-4.64E+01,-8.97E+01
4.19E+10,-4.65E+01,-8.97E+01
4.25E+10,-4.66E+01,-8.97E+01
4.31E+10,-4.67E+01,-8.97E+01
4.37E+10,-4.68E+01,-8.97E+01
4.43E+10,-4.70E+01,-8.97E+01
4.50E+10,-4.71E+01,-8.97E+01
4.56E+10,-4.72E+01,-8.97E+01
4.62E+10,-4.73E+01,-8.98E+01
4.69E+10,-4.74E+01,-8.98E+01
4.75E+10,-4.76E+01,-8.98E+01
4.82E+10,-4.77E+01,-8.98E+01
4.89E+10,-4.78E+01,-8.98E+01
4.95E+10,-4.79E+01,-8.98E+01
5.02E+10,-4.80E+01,-8.98E+01
5.09E+10,-4.82E+01,-8.98E+01
5.16E+10,-4.83E+01,-8.98E+01
5.24E+10,-4.84E+01,-8.98E+01
5.31E+10,-4.85E+01,-8.98E+01
5.38E+10,-4.86E+01,-8.98E+01
5.46E+10,-4.88E+01,-8.98E+01
5.53E+10,-4.89E+01,-8.98E+01
5.61E+10,-4.90E+01,-8.98E+01
5.69E+10,-4.91E+01,-8.98E+01
5.77E+10,-4.92E+01,-8.98E+01
5.85E+10,-4.94E+01,-8.98E+01
5.93E+10,-4.95E+01,-8.98E+01
6.01E+10,-4.96E+01,-8.98E+01
6.10E+10,-4.97E+01,-8.98E+01
6.18E+10,-4.99E+01,-8.98E+01
6.27E+10,-5.00E+01,-8.98E+01
6.36E+10,-5.01E+01,-8.98E+01
6.45E+10,-5.02E+01,-8.98E+01
6.54E+10,-5.03E+01,-8.98E+01
6.63E+10,-5.05E+01,-8.98E+01
6.72E+10,-5.06E+01,-8.98E+01
6.81E+10,-5.07E+01,-8.98E+01
6.91E+10,-5.08E+01,-8.98E+01
7.01E+10,-5.09E+01,-8.98E+01
7.10E+10,-5.11E+01,-8.98E+01
7.20E+10,-5.12E+01,-8.98E+01
7.30E+10,-5.13E+01,-8.98E+01
7.40E+10,-5.14E+01,-8.98E+01
7.51E+10,-5.15E+01,-8.98E+01
7.61E+10,-5.17E+01,-8.99E+01
7.72E+10,-5.18E+01,-8.99E+01
7.83E+10,-5.19E+01,-8.99E+01
7.94E+10,-5.20E+01,-8.99E+01
8.05E+10,-5.21E+01,-8.99E+01
8.16E+10,-5.23E+01,-8.99E+01
8.27E+10,-5.24E+01,-8.99E+01
8.39E+10,-5.25E+01,-8.99E+01
8.51E+10,-5.26E+01,-8.99E+01
8.62E+10,-5.27E+01,-8.99E+01
8.74E+10,-5.29E+01,-8.99E+01
8.87E+10,-5.30E+01,-8.99E+01
8.99E+10,-5.31E+01,-8.99E+01
9.12E+10,-5.32E+01,-8.99E+01
9.24E+10,-5.33E+01,-8.99E+01
9.37E+10,-5.35E+01,-8.99E+01
9.50E+10,-5.36E+01,-8.99E+01
9.64E+10,-5.37E+01,-8.99E+01
9.77E+10,-5.38E+01,-8.99E+01
9.91E+10,-5.39E+01,-8.99E+01
1.00E+11,-5.40E+01,-8.99E+01
1.00E+11,-5.40E+01,-8.99E+01
